,index,station_id,latitude,longitude,datacoverage,mindate,maxdate,min_year,max_year,data_period
574,574,COOP:044407,34.1,-116.31667,1.0,1974-01-01,1977-06-01,1974,1977,3
575,575,COOP:044412,33.0763,-116.5925,0.3804,1949-09-01,2015-11-01,1949,2015,66
576,576,COOP:044415,33.06667,-116.63333,0.9714,1929-01-01,1949-04-02,1929,1949,20
577,577,COOP:044418,33.1,-116.65,0.9957,1949-09-01,1988-08-01,1949,1988,39
578,578,COOP:044422,34.4908,-119.5069,0.9922,1941-06-01,2015-11-01,1941,2015,74
579,579,COOP:044467,34.16667,-116.53333,0.9269,1946-01-01,1979-01-01,1946,1979,33
580,580,COOP:044480,38.66667,-122.66667,0.9133,1939-12-01,1973-07-01,1939,1973,34
581,581,COOP:044484,38.8088,-120.8208,0.8039,1972-08-01,2015-11-01,1972,2015,43
582,582,COOP:044488,38.98333,-122.83333,0.9982,1932-01-01,1975-02-01,1932,1975,43
583,583,COOP:044493,38.93333,-122.88333,0.0484,1956-01-01,1962-08-09,1956,1962,6
584,584,COOP:044497,38.36667,-120.78333,1.0,1931-01-01,1947-06-01,1931,1947,16
585,585,COOP:044498,40.75,-122.4,0.9868,1931-01-01,1943-05-01,1931,1943,12
586,586,COOP:044500,37.9566,-122.5447,0.9922,1931-01-01,2015-11-01,1931,2015,84
587,587,COOP:044508,37.68333,-121.43333,1.0,1948-01-01,1985-02-01,1948,1985,37
588,588,COOP:044518,35.95,-118.48333,0.994,1952-10-01,1966-08-01,1952,1966,14
589,589,COOP:044520,35.46667,-118.78333,1.0,1931-01-01,1991-08-01,1931,1991,60
590,590,COOP:044523,35.7831,-118.4389,0.9433,1946-10-01,2012-12-01,1946,2012,66
591,591,COOP:044527,35.71667,-118.45,1.0,1931-01-01,1956-04-01,1931,1956,25
592,592,COOP:044534,36.0067,-119.96,0.5398,1955-02-01,2015-11-01,1955,2015,60
593,593,COOP:044536,36.0725,-120.08778,0.9877,1941-01-01,2001-09-01,1941,2001,60
594,594,COOP:044544,40.68333,-121.86667,0.9999,1959-05-01,1977-06-01,1959,1977,18
595,595,COOP:044555,36.2069,-121.1377,0.9313,1931-01-01,2015-11-01,1931,2015,84
596,596,COOP:044558,36.23333,-121.11667,0.798,1940-03-01,1949-08-01,1940,1949,9
597,597,COOP:044568,35.78333,-115.63333,1.0,1931-01-01,1942-09-01,1931,1942,11
598,598,COOP:044577,41.57861,-124.07472,0.9774,1948-01-01,2007-05-01,1948,2007,59
599,599,COOP:044586,40.66667,-123.91667,0.7782,1948-01-01,1952-06-01,1948,1952,4
600,600,COOP:044587,40.6422,-123.9149,0.066,1954-06-01,2014-01-01,1954,2014,60
601,601,COOP:044588,40.61667,-123.95,0.1106,1952-05-01,1954-07-01,1952,1954,2
602,602,COOP:044590,37.8,-120.65,0.9953,1959-08-01,1977-06-01,1959,1977,18
603,603,COOP:044591,38.8,-121.71667,0.9987,1893-01-01,1958-05-01,1893,1958,65
604,604,COOP:044593,38.61667,-122.66667,1.0,1964-01-01,1969-02-01,1964,1969,5
605,605,COOP:044602,40.86667,-123.95,0.9999,1959-11-01,1974-12-01,1959,1974,15
606,606,COOP:044613,38.78333,-120.3,0.7654,1948-01-01,1949-05-01,1948,1949,1
607,607,COOP:044616,38.8,-120.15,0.8893,1948-01-01,1980-05-01,1948,1980,32
608,608,COOP:044620,33.95,-117.83333,0.9763,1942-01-01,1955-12-01,1942,1955,13
609,609,COOP:044628,34.2222,-118.2377,0.9469,1931-01-01,2010-12-01,1931,2010,79
610,610,COOP:044633,37.91667,-122.1,1.0,1956-01-01,1977-06-01,1956,1977,21
611,611,COOP:044635,37.88333,-122.11667,0.0491,1956-01-01,1958-06-12,1956,1958,2
612,612,COOP:044647,33.5453,-117.7813,0.9914,1931-01-01,2008-07-01,1931,2008,77
613,613,COOP:044650,33.55667,-117.80056,1.0,1948-01-01,2008-06-01,1948,2008,60
614,614,COOP:044660,37.31667,-122.26667,0.9971,1950-02-01,1977-09-01,1950,1977,27
615,615,COOP:044671,34.2466,-117.1883,0.9001,1931-01-01,2009-05-01,1931,2009,78
616,616,COOP:044673,38.57944,-122.25,0.9997,2005-06-01,2008-07-01,2005,2008,3
617,617,COOP:044675,41.63333,-120.21667,0.8911,1931-01-01,1960-10-01,1931,1960,29
618,618,COOP:044679,37.96667,-119.88333,0.9938,1931-01-01,1957-10-01,1931,1957,26
619,619,COOP:044683,40.8988,-122.3913,0.9278,1998-06-01,2007-08-01,1998,2007,9
620,620,COOP:044689,39.203,-123.185,0.0255,1972-05-01,2014-01-01,1972,2014,42
621,621,COOP:044690,40.01667,-123.4,1.0,1948-01-01,1969-12-01,1948,1969,21
622,622,COOP:044697,39.41667,-122.96667,0.8201,1931-01-01,1949-12-18,1931,1949,18
623,623,COOP:044698,39.41667,-122.98333,0.9877,1964-02-01,1970-06-01,1964,1970,6
624,624,COOP:044701,39.03333,-122.91667,0.9738,1931-07-01,2001-06-01,1931,2001,70
625,625,COOP:044703,39.03333,-122.91667,0.0568,1956-01-01,1964-01-01,1956,1964,8
626,626,COOP:044705,37.213,-118.6136,0.6042,1931-01-01,2009-09-01,1931,2009,78
627,627,COOP:044708,40.86667,-122.38333,0.0445,1972-07-01,1981-12-31,1972,1981,9
628,628,COOP:044709,40.86667,-122.38333,0.9999,1946-07-01,1972-07-01,1946,1972,26
629,629,COOP:044710,32.8536,-116.8947,0.9847,1967-01-01,2015-11-01,1967,2015,48
630,630,COOP:044711,32.8536,-116.8947,0.9937,1953-03-01,1966-12-01,1953,1966,13
631,631,COOP:044712,38.492,-122.0039,0.9938,1962-10-01,2015-11-01,1962,2015,53
632,632,COOP:044713,39.31833,-120.63917,0.9943,1931-01-01,2003-05-01,1931,2003,72
633,633,COOP:044714,39.33333,-120.63333,0.4974,1955-07-01,1971-09-01,1955,1971,16
634,634,COOP:044722,39.6,-121.53333,0.875,1940-09-01,1949-12-01,1940,1949,9
635,635,COOP:044726,33.16667,-117.0,1.0,1948-01-01,1992-11-01,1948,1992,44
636,636,COOP:044735,32.7675,-117.0233,0.9838,1934-03-01,2006-02-01,1934,2006,72
637,637,COOP:044736,32.78333,-117.0,0.8334,1953-01-01,1957-12-01,1953,1957,4
638,638,COOP:044747,34.68333,-118.11667,0.997,1945-01-01,1972-10-01,1945,1972,27
639,639,COOP:044749,34.7411,-118.2116,0.9839,1974-05-01,2015-11-01,1974,2015,41
640,640,COOP:044762,35.36667,-120.21667,0.0141,1975-10-01,1994-03-24,1975,1994,19
641,641,COOP:044767,35.38333,-120.16667,0.9068,1948-03-01,1975-07-01,1948,1975,27
642,642,COOP:044773,39.68333,-120.98333,0.9324,1957-08-01,1977-10-01,1957,1977,20
643,643,COOP:044812,39.68333,-121.48333,0.9933,1931-01-01,1967-11-01,1931,1967,36
644,644,COOP:044823,37.78333,-121.3,1.0,1931-01-01,1950-12-01,1931,1950,19
645,645,COOP:044838,41.7019,-121.5011,0.9688,1959-10-01,2015-11-01,1959,2015,56
646,646,COOP:044840,34.11667,-117.75,0.9994,1963-07-01,1972-10-01,1963,1972,9
647,647,COOP:044851,39.7,-123.48333,0.956,1948-01-01,1988-04-01,1948,1988,40
648,648,COOP:044863,34.83328,-118.86497,0.9601,1940-11-01,2015-11-01,1940,2015,75
649,649,COOP:044867,34.07639,-118.88028,0.9961,1933-01-01,1997-12-01,1933,1997,64
650,650,COOP:044880,39.15,-122.43333,0.9907,1959-05-01,1977-06-01,1959,1977,18
651,651,COOP:044881,37.9567,-119.1194,0.9758,1988-05-01,2015-11-01,1988,2015,27
652,652,COOP:044883,39.8744,-123.7205,0.0289,1972-07-01,2014-01-01,1972,2014,42
653,653,COOP:044884,37.23333,-120.25,0.9883,1931-01-01,1980-12-01,1931,1980,49
654,654,COOP:044886,38.6,-121.01667,1.0,1961-06-01,1977-06-01,1961,1977,16
655,655,COOP:044890,36.3817,-119.0264,1.0,1931-01-01,2015-11-01,1931,2015,84
656,656,COOP:044957,36.2032,-119.0545,0.9922,1931-01-01,2015-11-01,1931,2015,84
657,657,COOP:044979,36.78333,-120.8,1.0,1968-06-01,1975-11-01,1968,1975,7
658,658,COOP:044986,34.31667,-118.3,0.7009,1948-01-01,1970-06-01,1948,1970,22
659,659,COOP:044988,40.88333,-121.18333,0.937,1960-10-01,1973-12-01,1960,1973,13
660,660,COOP:044993,34.11667,-117.75,0.9972,1931-01-01,1960-12-01,1931,1960,29
661,661,COOP:044995,37.6927,-121.8144,1.0,2000-09-01,2015-11-01,2000,2015,15
662,662,COOP:044997,37.68194,-121.75139,0.9971,1931-01-01,2015-11-01,1931,2015,84
663,663,COOP:045000,37.86667,-122.03333,0.8242,1956-01-01,1957-05-01,1956,1957,1
664,664,COOP:045001,34.5,-117.81667,1.0,1931-01-01,1945-04-01,1931,1945,14
665,665,COOP:045002,34.46667,-117.75,0.9959,1945-09-01,1965-10-01,1945,1965,20
666,666,COOP:045017,35.96667,-121.08333,0.9716,1940-06-01,1980-01-01,1940,1980,40
667,667,COOP:045023,32.98333,-117.25,0.9967,1940-09-01,1965-07-01,1940,1965,25
668,668,COOP:045026,36.6044,-118.7325,0.9965,1968-11-01,2015-11-01,1968,2015,47
669,669,COOP:045028,36.6044,-118.7325,0.9991,1951-03-01,1955-12-01,1951,1955,4
670,670,COOP:045032,38.1061,-121.2877,0.8443,1893-01-01,2014-12-01,1893,2014,121
671,671,COOP:045064,34.6538,-120.4513,0.9885,1950-07-01,2015-11-01,1950,2015,65
672,672,COOP:045067,36.443,-118.0433,0.9783,1948-01-01,2014-01-01,1948,2014,66
673,673,COOP:045074,37.63333,-121.4,0.9491,1933-07-01,1969-06-01,1933,1969,36
674,674,COOP:045078,38.18333,-120.01667,1.0,1948-01-01,1964-03-01,1948,1964,16
675,675,COOP:045080,33.76111,-118.19694,1.0,1970-01-01,1973-04-01,1970,1973,3
676,676,COOP:045082,33.76111,-118.19694,1.0,1931-01-01,1969-12-01,1931,1969,38
677,677,COOP:045085,33.8116,-118.1463,1.0,1958-04-01,2015-11-01,1958,2015,57
678,678,COOP:045088,39.68333,-120.01667,0.9994,1959-05-01,1968-10-01,1959,1968,9
679,679,COOP:045089,40.15,-121.25,0.1538,1959-11-10,1959-11-10,1959,1959,0
680,680,COOP:045093,41.2,-121.2,0.994,1963-05-01,1977-06-01,1963,1977,14
681,681,COOP:045098,35.3,-118.43333,1.0,1948-01-01,1987-04-04,1948,1987,39
682,682,COOP:045100,35.3836,-118.4122,0.0094,1987-05-01,2014-01-01,1987,2014,27
683,683,COOP:045107,34.7455,-120.28,0.9914,1931-01-01,2008-07-01,1931,2008,77
684,684,COOP:045111,34.05,-118.25,0.9338,1948-01-01,1953-06-07,1948,1953,5
685,685,COOP:045112,34.06667,-118.23333,0.9937,1940-10-01,1953-11-01,1940,1953,13
686,686,COOP:045114,33.938,-118.3888,1.0,1944-08-01,2015-11-01,1944,2015,71
687,687,COOP:045115,34.0236,-118.2911,0.9963,1948-07-01,2015-11-01,1948,2015,67
688,688,COOP:045118,37.0563,-120.8666,0.999,1931-01-01,2015-11-01,1931,2015,84
689,689,COOP:045119,36.8749,-120.9386,0.8969,1932-09-01,2015-11-01,1932,2015,83
690,690,COOP:045120,36.98972,-120.92972,0.9936,1968-07-01,2007-12-01,1968,2007,39
691,691,COOP:045123,37.2319,-121.9592,0.9932,1931-01-01,2015-11-01,1931,2015,84
692,692,COOP:045124,36.21667,-120.48333,0.8916,1934-02-01,1945-07-01,1934,1945,11
693,693,COOP:045125,37.18333,-122.03333,0.9366,1957-06-01,1988-12-01,1957,1988,31
694,694,COOP:045126,37.16667,-122.03333,0.9997,1940-05-01,1949-10-01,1940,1949,9
695,695,COOP:045131,40.01667,-122.1,0.9994,1942-03-01,1948-11-01,1942,1948,6
696,696,COOP:045147,34.5444,-119.7913,0.9773,1942-04-01,2004-10-01,1942,2004,62
697,697,COOP:045151,35.6181,-119.6892,0.9783,1948-01-01,2003-04-01,1948,2003,55
698,698,COOP:045162,32.61667,-116.93333,1.0,1940-09-01,1992-11-01,1940,1992,52
699,699,COOP:045171,39.68333,-120.25,0.6066,1948-01-01,1972-12-01,1948,1972,24
700,700,COOP:045182,34.45,-116.95,0.9966,1949-04-01,1973-09-01,1949,1973,24
701,701,COOP:045184,35.878,-121.4497,1.0,1948-01-01,2014-01-01,1948,2014,66
702,702,COOP:045194,38.03333,-119.21667,1.0,1931-01-01,1940-05-01,1931,1940,9
703,703,COOP:045212,34.095,-117.3347,0.8671,1948-01-01,2011-03-01,1948,2011,63
704,704,COOP:045215,34.2,-117.45,1.0,1931-01-01,1967-08-01,1931,1967,36
705,705,COOP:045218,34.23833,-117.47083,0.9472,1931-01-01,2008-09-20,1931,2008,77
706,706,COOP:045231,41.01667,-120.5,0.8334,1959-06-01,1975-05-01,1959,1975,16
707,707,COOP:045233,36.9539,-120.0378,0.9863,1931-01-01,2015-11-01,1931,2015,84
708,708,COOP:045242,40.3186,-123.3738,0.0477,1996-11-01,2014-01-01,1996,2014,18
709,709,COOP:045244,40.45,-123.53333,0.9425,1943-11-01,1988-09-01,1943,1988,45
710,710,COOP:045256,34.4,-118.28333,0.9512,1948-01-01,1962-06-01,1948,1962,14
711,711,COOP:045258,38.8547,-122.7819,0.0488,1956-01-01,2014-01-01,1956,2014,58
712,712,COOP:045280,37.6478,-118.9617,0.9773,1993-12-01,2015-11-01,1993,2015,22
713,713,COOP:045296,38.03333,-121.56667,0.9998,1955-05-01,1965-06-01,1955,1965,10
714,714,COOP:045303,37.8,-121.2,1.0,1965-04-01,1977-06-01,1965,1977,12
715,715,COOP:045308,34.81667,-120.0,0.01,1965-08-01,1971-06-01,1965,1971,6
716,716,COOP:045311,40.5411,-121.5766,0.9963,1949-01-01,2015-11-01,1949,2015,66
717,717,COOP:045314,34.9,-120.08333,0.5942,1948-01-01,1958-06-01,1948,1958,10
718,718,COOP:045326,33.86667,-117.25,1.0,1943-12-01,1964-02-01,1943,1964,21
719,719,COOP:045333,38.100278,-122.268611,1.0,1961-01-01,1975-12-01,1961,1975,14
720,720,COOP:045338,35.08333,-119.38333,0.9774,1931-01-01,1993-07-01,1931,1993,62
721,721,COOP:045346,37.48333,-119.96667,0.9969,1931-01-01,1984-09-01,1931,1984,53
722,722,COOP:045352,37.495,-119.98583,0.7414,1984-10-01,2006-04-01,1984,2006,22
723,723,COOP:045356,38.69194,-119.78028,0.3939,1931-01-01,2004-06-01,1931,2004,73
724,724,COOP:045360,38.4916,-122.1241,0.9946,1970-01-01,2015-11-01,1970,2015,45
725,725,COOP:045371,37.97,-122.1275,1.0,1948-01-01,2005-09-30,1948,2005,57
726,726,COOP:045372,37.96667,-122.1,1.0,1956-01-01,1975-09-01,1956,1975,19
727,727,COOP:045377,38.01667,-122.13333,0.4098,1897-01-01,1969-12-01,1897,1969,72
728,728,COOP:045378,38.0131,-122.1142,1.0,1970-01-01,2015-11-01,1970,2015,45
729,729,COOP:045385,39.1458,-121.5852,0.9865,1897-02-01,2007-10-01,1897,2007,110
730,730,COOP:045388,39.1019,-121.5677,1.0,2007-11-01,2015-11-01,2007,2015,8
731,731,COOP:045391,39.13333,-121.6,0.975,1931-01-01,1950-11-01,1931,1950,19
732,732,COOP:045400,37.885,-119.8561,0.9767,1953-11-01,2010-12-01,1953,2010,57
733,733,COOP:045417,34.48389,-119.30556,0.0186,1969-03-01,2008-08-01,1969,2008,39
734,734,COOP:045449,41.2516,-122.13824,0.9981,1931-01-01,2015-11-01,1931,2015,84
735,735,COOP:045452,41.25,-122.11667,0.052,1975-08-01,1980-10-01,1975,1980,5
736,736,COOP:045496,37.08333,-119.43333,0.9999,1948-05-01,1975-12-01,1948,1975,27
737,737,COOP:045502,33.5697,-116.073,0.9033,1905-08-01,2015-11-01,1905,2015,110
738,738,COOP:045526,36.78333,-120.36667,1.0,1948-01-01,1957-12-01,1948,1957,9
739,739,COOP:045528,36.78333,-120.36667,0.9954,1931-01-01,1984-09-01,1931,1984,53
740,740,COOP:045532,37.2888,-120.5158,0.9882,1931-01-01,2015-11-01,1931,2015,84
741,741,COOP:045535,37.3053,-120.4857,1.0,1948-01-01,2006-06-01,1948,2006,58
742,742,COOP:045541,37.53333,-120.33333,0.9959,1931-01-01,1950-06-01,1931,1950,19
743,743,COOP:045550,36.7,-120.86667,0.8109,1932-09-01,1967-11-01,1932,1967,35
744,744,COOP:045571,38.81667,-120.01667,0.9692,1961-05-01,1966-10-01,1961,1966,5
745,745,COOP:045572,38.85,-120.01667,0.9999,1955-11-01,1969-10-01,1955,1969,14
746,746,COOP:045586,39.05,-120.73333,0.9116,1948-01-01,1985-11-01,1948,1985,37
747,747,COOP:045598,38.74774,-122.62583,0.9254,1938-11-01,2015-11-01,1938,2015,77
748,748,COOP:045599,38.73333,-122.66667,0.9267,1963-03-01,1964-04-01,1963,1964,1
749,749,COOP:045602,35.5,-119.81667,0.9788,1931-01-01,1962-03-01,1931,1962,31
750,750,COOP:045623,40.1414,-120.3533,0.9116,1948-01-01,2014-01-01,1948,2014,66
751,751,COOP:045629,34.08333,-117.03333,1.0,1903-01-01,1967-08-01,1903,1967,64
752,752,COOP:045632,34.09139,-116.93639,1.0,1948-01-01,2005-12-01,1948,2005,57
753,753,COOP:045635,34.1,-117.01667,0.25,1957-04-20,1957-04-21,1957,1957,0
754,754,COOP:045637,34.39278,-118.07528,0.0156,1972-01-01,2007-12-01,1972,2007,35
755,755,COOP:045669,36.27556,-118.7675,0.0292,1957-01-01,2006-08-30,1957,2006,49
756,756,COOP:045679,40.3458,-121.6091,0.9941,1931-01-01,2015-11-01,1931,2015,84
757,757,COOP:045711,40.1816,-123.7761,0.0392,1965-01-01,2014-01-01,1965,2014,49
758,758,COOP:045713,40.2,-123.76667,1.0,1939-11-01,1986-04-01,1939,1986,47
759,759,COOP:045721,34.9436,-115.5469,0.9936,1958-03-01,2010-12-01,1958,2010,52
760,760,COOP:045738,37.6241,-120.9505,0.9902,1931-01-01,2015-11-01,1931,2015,84
761,761,COOP:045741,37.6255,-121.0313,0.9783,1948-01-01,2014-01-01,1948,2014,66
762,762,COOP:045756,35.0492,-118.1619,0.9101,1940-11-01,2015-11-01,1940,2015,75
763,763,COOP:045758,35.03333,-118.15,0.9999,1963-04-01,1969-06-01,1963,1969,6
764,764,COOP:045779,38.0,-119.15,1.0,1950-10-01,1988-02-01,1950,1988,38
765,765,COOP:045781,34.15,-118.0,1.0,1952-10-01,1953-11-01,1952,1953,1
766,766,COOP:045783,41.73333,-122.55,1.0,1931-01-01,1948-03-01,1931,1948,17
767,767,COOP:045785,41.7806,-122.4717,0.9462,1948-05-01,2014-01-01,1948,2014,66
768,768,COOP:045790,34.0191,-118.1052,0.9688,1979-01-01,2010-12-01,1979,2010,31
769,769,COOP:045795,36.5927,-121.8555,0.9827,1949-01-01,2015-11-01,1949,2015,66
770,770,COOP:045796,36.5881,-121.8453,0.9998,1972-10-01,1977-12-01,1972,1977,5
771,771,COOP:045799,36.5881,-121.8453,0.9995,1968-07-01,1971-12-01,1968,1971,3
772,772,COOP:045802,36.5927,-121.8555,0.9917,1995-07-01,2015-11-01,1995,2015,20
773,773,COOP:045809,40.81667,-121.93333,1.0,1948-01-01,1961-06-01,1948,1961,13
774,774,COOP:045818,38.5,-122.11667,0.993,1957-11-01,1970-01-01,1957,1970,13
775,775,COOP:045823,34.28333,-118.88333,1.0,1956-01-01,1977-06-01,1956,1977,21
776,776,COOP:045825,34.25,-118.85,0.0299,1956-01-01,1958-06-01,1956,1958,2
777,777,COOP:045826,34.33333,-118.9,0.0312,1956-01-01,1958-06-01,1956,1958,2
778,778,COOP:045840,32.68167,-116.52083,0.956,1948-01-01,2008-03-01,1948,2008,60
779,779,COOP:045844,37.13333,-121.61667,0.9999,1943-09-01,1976-12-01,1943,1976,33
780,780,COOP:045846,37.1,-121.75,0.0355,1960-03-01,1975-09-01,1960,1975,15
781,781,COOP:045847,37.1,-121.75,0.8638,1948-01-01,1960-04-01,1948,1960,12
782,782,COOP:045853,37.1363,-121.6025,0.2015,1948-01-01,2014-01-01,1948,2014,66
783,783,COOP:045860,34.0864,-116.5622,1.0,2009-02-01,2015-11-01,2009,2015,6
784,784,COOP:045863,34.03333,-116.58333,0.9309,1942-02-01,1972-02-01,1942,1972,30
785,785,COOP:045866,35.367,-120.8447,0.9942,1959-02-01,2015-11-01,1959,2015,56
786,786,COOP:045869,35.41667,-120.85,1.0,1959-09-01,1977-06-01,1959,1977,18
787,787,COOP:045890,35.47028,-115.54361,0.9587,1955-02-01,2007-04-01,1955,2007,52
788,788,COOP:045892,35.45917,-115.53111,0.9997,2006-11-01,2012-12-01,2006,2012,6
789,789,COOP:045900,34.23333,-117.65,0.9998,1958-05-01,1976-10-01,1958,1976,18
790,790,COOP:045901,34.28333,-117.61667,0.8343,1961-07-01,1972-01-01,1961,1972,11
791,791,COOP:045903,35.45,-118.58333,0.8085,1954-05-01,1957-10-01,1954,1957,3
792,792,COOP:045909,38.75,-120.66667,0.9666,1943-11-01,1975-05-01,1943,1975,32
793,793,COOP:045915,37.8792,-121.9303,0.9922,1952-04-01,2015-11-01,1952,2015,63
794,794,COOP:045916,37.85,-121.93333,0.0503,1956-01-01,1958-06-12,1956,1958,2
795,795,COOP:045927,37.28333,-119.08333,0.0181,1964-12-01,1969-06-01,1964,1969,5
796,796,COOP:045933,37.3436,-121.6425,0.9804,1931-01-01,2015-11-01,1931,2015,84
797,797,COOP:045940,41.73333,-121.8,0.9323,1952-05-01,1960-12-01,1952,1960,8
798,798,COOP:045941,41.7836,-122.0447,0.9536,1942-05-01,2015-11-01,1942,2015,73
799,799,COOP:045965,32.86667,-116.41667,0.9994,1948-01-01,1949-10-08,1948,1949,1
800,800,COOP:045968,32.8672,-116.4194,0.9725,2003-11-01,2015-11-01,2003,2015,12
801,801,COOP:045973,37.01667,-121.71667,0.9783,1948-01-01,1974-12-01,1948,1974,26
802,802,COOP:045978,33.8,-116.63333,0.9936,1965-07-01,1978-12-01,1965,1978,13
803,803,COOP:045980,41.36667,-122.2,0.7968,1958-12-01,1964-08-01,1958,1964,6
804,804,COOP:045983,41.32191,-122.31777,0.9709,1931-01-01,2014-01-01,1931,2014,83
805,805,COOP:045988,41.28333,-122.3,0.9899,1940-03-01,1948-06-01,1940,1948,8
806,806,COOP:045995,37.9027,-122.6033,1.0,1948-01-01,1959-07-01,1948,1959,11
807,807,COOP:045996,37.9027,-122.6033,0.0315,1959-06-01,2014-01-01,1959,2014,55
808,808,COOP:046003,34.23333,-118.06667,0.9998,1931-01-01,1942-01-01,1931,1942,11
809,809,COOP:046006,34.2308,-118.0711,0.9811,1940-03-01,2010-12-01,1940,2010,70
810,810,COOP:046027,37.8977,-122.5688,0.9811,1940-12-01,2015-11-01,1940,2015,75
811,811,COOP:046035,33.53333,-116.76667,0.6266,1943-02-01,1957-07-01,1943,1957,14
812,812,COOP:046048,37.1,-119.31667,0.03,1967-12-01,1971-11-01,1967,1971,4
813,813,COOP:046056,35.76667,-120.88333,1.0,1957-05-01,1978-06-01,1957,1978,21
814,814,COOP:046065,38.3,-122.28333,0.9833,1945-12-01,1965-12-01,1945,1965,20
815,815,COOP:046066,38.2102,-122.2847,1.0,2000-09-01,2015-11-01,2000,2015,15
816,816,COOP:046067,38.36667,-122.3,1.0,1966-01-01,1966-08-01,1966,1966,0
817,817,COOP:046074,38.2777,-122.2647,0.9941,1917-02-01,2015-11-01,1917,2015,98
818,818,COOP:046105,39.1739,-123.5647,0.0429,1958-02-01,2014-01-01,1958,2014,56
819,819,COOP:046115,34.83,-114.5936,1.0,1931-01-01,2014-01-01,1931,2014,83
820,820,COOP:046118,34.7675,-114.6188,0.9956,1940-03-01,2015-11-01,1940,2015,75
821,821,COOP:046119,34.83333,-114.6,0.6522,1977-10-01,1979-08-01,1977,1979,2
822,822,COOP:046122,34.8,-118.58333,0.808,1931-01-01,1964-05-01,1931,1964,33
823,823,COOP:046136,39.2466,-121.0008,0.9863,1931-01-01,2015-11-01,1931,2015,84
824,824,COOP:046139,39.26667,-121.01667,1.0,1948-01-01,1949-03-14,1948,1949,1
825,825,COOP:046144,37.5147,-122.0325,0.9842,1942-04-01,2015-11-01,1942,2015,73
826,826,COOP:046147,34.18333,-118.95,0.0262,1956-01-01,1958-06-01,1956,1958,2
827,827,COOP:046149,34.15,-118.96667,0.9679,1956-01-01,1971-06-01,1956,1971,15
828,828,COOP:046154,34.9455,-119.6827,0.9464,1973-12-01,2015-11-01,1973,2015,42
829,829,COOP:046159,34.4,-118.55,0.7038,1941-07-01,1949-09-01,1941,1949,8
830,830,COOP:046161,34.3933,-118.5938,0.9798,1997-05-01,2013-12-01,1997,2013,16
831,831,COOP:046162,34.3869,-118.5341,0.9507,1931-01-01,2012-12-01,1931,2012,81
832,832,COOP:046164,34.36667,-118.51667,0.9173,1949-10-01,1968-07-01,1949,1968,19
833,833,COOP:046165,34.36667,-118.56667,0.9894,1989-07-01,1997-04-01,1989,1997,8
834,834,COOP:046168,37.2811,-121.0177,0.9598,1931-01-01,2015-11-01,1931,2015,84
835,835,COOP:046172,37.95,-120.53333,1.0,1979-02-01,1992-02-01,1979,1992,13
836,836,COOP:046173,41.98333,-120.26667,1.0,1960-10-01,1961-05-01,1960,1961,1
837,837,COOP:046174,38.0047,-120.4863,0.9965,1992-03-01,2015-11-01,1992,2015,23
838,838,COOP:046175,33.6031,-117.8836,0.9824,1931-01-01,2015-11-01,1931,2015,84
839,839,COOP:046193,38.9,-121.58333,0.9788,1911-11-01,1962-11-01,1911,1962,51
840,840,COOP:046194,38.9261,-121.5447,0.9811,1962-12-01,2015-11-01,1962,2015,53
841,841,COOP:046196,33.58333,-116.43333,0.9457,1963-05-01,1969-06-01,1963,1969,6
842,842,COOP:046197,33.2775,-115.5239,0.9651,1942-01-01,2015-11-01,1942,2015,73
843,843,COOP:046198,33.27167,-115.47722,0.9995,2009-06-01,2011-12-01,2009,2011,2
844,844,COOP:046207,35.06667,-120.5,1.0,1959-10-01,1977-06-01,1959,1977,18
845,845,COOP:046232,39.3675,-120.8991,0.6994,1931-01-01,2014-01-01,1931,2014,83
846,846,COOP:046252,37.2329,-119.5097,0.9519,1931-01-01,2015-11-01,1931,2015,84
847,847,COOP:046256,34.16667,-118.38333,0.9938,1936-01-01,1962-07-01,1936,1962,26
848,848,COOP:046263,34.2447,-118.525,1.0,1998-04-01,2010-02-01,1998,2010,12
849,849,COOP:046290,38.13333,-122.71667,0.7559,1948-01-01,1996-12-01,1948,1996,48
850,850,COOP:046305,37.86667,-120.86667,0.9865,1931-01-01,1967-12-01,1931,1967,36
851,851,COOP:046319,33.3861,-116.7916,0.9495,1978-05-01,2010-04-01,1978,2010,32
852,852,COOP:046328,41.8391,-122.8502,0.6097,1942-04-01,2015-11-01,1942,2015,73
853,853,COOP:046329,41.85,-122.88333,0.9967,1972-01-01,1998-01-01,1972,1998,26
854,854,COOP:046332,37.78333,-122.16667,0.994,1931-01-01,1958-07-01,1931,1958,27
855,855,COOP:046333,37.8,-122.26667,0.8783,1949-05-01,1954-10-01,1949,1954,5
856,856,COOP:046335,37.7214,-122.2208,0.9551,1931-01-01,1986-08-01,1931,1986,55
857,857,COOP:046336,37.7983,-122.2642,0.9686,1970-10-01,2015-11-01,1970,2015,45
858,858,COOP:046351,38.45,-122.41667,0.9006,1948-01-01,1981-06-01,1948,1981,33
859,859,COOP:046354,38.4,-122.46667,0.896,1943-05-01,1963-10-01,1943,1963,20
860,860,COOP:046356,38.4,-122.46667,0.0525,1963-09-01,1988-05-01,1963,1988,25
861,861,COOP:046370,38.3858,-122.9661,0.9824,1940-05-01,2015-11-01,1940,2015,75
